"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA4143","probable toxin transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4158","ferric enterobactin transport protein FepC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4159","ferrienterobactin-binding periplasmic protein precursor FepB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4160","ferric enterobactin transport protein FepD","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4161","ferric enterobactin transport protein FepG","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4452","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4453","putative phospholipid binding protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4454","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4455","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4456","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4461","Lipopolysaccharide export system ATP-binding protein LptB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4496","probable binding protein component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4500","probable binding protein component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4502","probable binding protein component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4503","dipeptide ABC transporter permease DppB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4504","dipeptide ABC transporter permease DppC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4505","dipeptide ABC transporter ATP-binding protein DppD","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4506","dipeptide ABC transporter ATP-binding protein DppF","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4687","ferric iron-binding periplasmic protein HitA","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4688","iron (III)-transport system permease HitB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4706","PhuV","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4707","PhuU","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4708","Heme-transport protein, PhuT","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4858","conserved hypothetical protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4859","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4860","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4861","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4862","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4909","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4910","branched chain amino acid ABC transporter ATP binding protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4911","probable permease of ABC branched-chain amino acid transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4912","branched chain amino acid ABC transporter membrane protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4913","probable binding protein component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4997","transport protein MsbA","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5082","DguC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5094","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5095","probable permease of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5096","probable binding protein component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5103","PuuR","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5216","probable permease of ABC iron transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5217","putative binding protein of iron ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5366","ATP-binding component of ABC phosphate transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5367","membrane protein component of ABC phosphate transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5368","membrane protein component of ABC phosphate transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5369","phosphate ABC transporter, periplasmic phosphate-binding protein, PstS","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5376","CbcV","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5377","CbcW","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5378","CbcX","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5388","CaiX","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5450","ABC subunit of A-band LPS efflux transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5451","membrane subunit of A-band LPS efflux transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5498","ZnuA","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5500","zinc transport protein ZnuC","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5501","permease of ABC zinc transporter ZnuB","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5503","probable ATP-binding component of ABC transporter","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5504","D-methionine ABC transporter membrane protein","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5505","probable TonB-dependent receptor","ABC transporters","pae02010","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5161","dTDP-D-glucose 4,6-dehydratase","Acarbose and validamycin biosynthesis","pae00525","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5163","glucose-1-phosphate thymidylyltransferase","Acarbose and validamycin biosynthesis","pae00525","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0051","potential phenazine-modifying enzyme","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0265","glutaric semialdehyde dehydrogenase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0266","delta-aminovalerate aminotransferase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0296","Glutamylpolyamine synthetase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0298","Glutamylpolyamine synthetase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0402","aspartate carbamoyltransferase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0761","L-aspartate oxidase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0782","proline dehydrogenase PutA","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1337","glutaminase-asparaginase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1566","Glutamylpolyamine synthetase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1638","conserved hypothetical protein","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2040","Glutamylpolyamine synthetase","Alanine, aspartate and glutamate metabolism","pae00250","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
